"anio","variable","unidad","codigo_variable","valor","fuente"
1970,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1971,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1972,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1973,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1974,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1975,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1976,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1977,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1978,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1979,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1980,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1981,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1982,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1983,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1984,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1985,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1986,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1987,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1988,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1989,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1990,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1991,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1992,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1993,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1994,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1995,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1996,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1997,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1998,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1999,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
2000,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
2001,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
2002,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
2003,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
2004,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
2005,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
2006,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",58.7112630160069,"MECON"
2007,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",62.8278887947296,"MECON"
2008,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",85.236038831755,"MECON"
2009,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",56.2753035685592,"MECON"
2010,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",75.2658055314557,"MECON"
2011,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",102.770906642463,"MECON"
2012,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",105.63934778595,"MECON"
2013,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",95.1800863463127,"MECON"
2014,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",93.0885180037916,"MECON"
2015,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
2016,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
2017,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
2018,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
2019,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
2020,"Precios de exportación de crudo","USD/barriles","Px_crudo_mecon",NA,"MECON"
1946,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1947,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1948,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1949,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1950,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1951,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1952,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1953,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1954,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1955,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1956,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1957,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1958,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1959,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1960,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1961,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1962,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1963,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1964,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1965,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1966,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1967,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1968,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1969,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1970,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1971,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1972,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1973,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1974,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1975,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1976,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1977,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1978,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1979,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1980,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1981,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1982,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1983,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1984,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1985,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1986,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1987,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1988,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1989,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1990,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1991,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1992,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1993,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1994,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1995,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1996,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1997,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1998,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1999,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
2000,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
2001,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
2002,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
2003,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
2004,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
2005,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
2006,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
2007,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
2008,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
2009,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
2010,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
2011,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
2012,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
2013,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
2014,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
2015,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
2016,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
2017,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
2018,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
2019,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
2020,"Precios de exportación de crudo","USD/barriles","Px_crudo_indec",NA,"INDEC"
1946,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1947,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1948,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1949,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1950,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1951,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1952,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1953,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1954,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1955,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1956,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1957,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1958,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1959,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1960,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1961,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1962,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1963,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1964,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1965,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1966,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1967,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1968,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1969,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1970,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1971,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1972,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1973,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1974,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1975,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1976,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1977,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1978,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1979,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1980,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1981,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1982,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1983,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1984,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1985,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1986,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1987,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1988,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1989,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1990,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1991,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1992,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1993,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1994,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1995,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1996,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1997,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1998,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
1999,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
2000,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
2001,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
2002,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
2003,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
2004,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
2005,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",NA,"UN-Comtrade (HS)"
2006,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",65.9818782841682,"UN-Comtrade (HS)"
2007,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",67.7187346933459,"UN-Comtrade (HS)"
2008,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",85.3692085828765,"UN-Comtrade (HS)"
2009,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",60.9616231949017,"UN-Comtrade (HS)"
2010,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",83.7213682609744,"UN-Comtrade (HS)"
2011,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",114.742079495454,"UN-Comtrade (HS)"
2012,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",118.272137599187,"UN-Comtrade (HS)"
2013,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",113.512760516246,"UN-Comtrade (HS)"
2014,"Precios de exportación de crudo","USD/barriles","Px_crudo_comtrade_hs",106.165016301727,"UN-Comtrade (HS)"
